"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250"
"108",9359,11309,10237,4836,4598,9847,8762,6466,6731,10526,4250,4339,7999,11762,10559,6994,10879,11317,4842,11235,8953,7847,9137,5161,7432,10586,9863,4751,4090,9239,5490,6787,5498,5450,7965,11279,6881,8341,9417,5185,8084,5152,5695,4161,6935,6923,7623,11749,8400,7639,10461,4020,10226,5252,5824,7679,11479,8630,6114,11509,7687,9827,9321,6790,8310,11866,5261,8887,5503,6129,7216,8206,6535,5832,11701,7669,10141,9856,11025,10863,9388,9681,5626,10711,6017,11666,4943,4037,7385,6785,9962,7830,5989,10191,7129,10144,7619,10052,4962,7956,8742,9550,5035,8544,4359,5510,6450,4879,7521,6601,4801,8858,10293,5599,4137,11252,9640,10086,9601,7085,11014,11955,11424,7314,9946,4221,4882,5728,4376,4378,7805,6050,11319,8390,8097,9133,6424,6847,4488,8332,4994,5609,6325,11048,10707,8068,11319,11594,7978,9081,9602,5662,4649,8058,5220,5034,4640,9021,8121,5643,9638,7408,10305,7194,8055,7682,10362,8329,8886,10292,8737,10885,11011,9752,9188,11109,9789,9157,7969,6390,10836,6912,10528,11778,10329,7990,10527,4747,9266,10448,8081,11221,9148,5472,9317,6415,11482,4776,6734,4356,4066,5678,11636,10472,11346,4105,7843,7781,7195,8745,8253,7537,9582,9144,4565,9421,7150,5165,4653,4397,8215,5396,10377,5534,9891,10070,6070,10917,8349,9484,8223,4297,7880,4024,9936,11588,10087,5831,4321,10786,5087,10512,5837,5198,8184,6195,6346,5163,10118,10016
"109",10223,8225,4933,8846,5236,5225,11788,10162,11964,11454,7959,7856,4361,8065,11719,11341,8170,11015,7991,9387,9150,10375,5131,4849,10186,7707,6512,11729,11004,5397,11955,8062,9160,4034,8797,10398,6777,11320,10248,11673,7033,6106,4136,9534,11848,10748,6906,7948,8323,8758,10700,4731,11174,5021,8228,7182,8561,11513,10128,10706,4311,11435,10063,10721,8516,5309,10729,5673,6023,4561,7748,10578,7770,7373,11379,4653,11615,8566,9938,4648,9068,6647,7258,4464,8121,5701,11462,6560,8139,4365,9300,8319,7034,9488,10169,9357,5185,9036,10924,11619,10083,4285,10470,10808,6987,10210,8866,8034,6677,5068,6033,10576,5090,6362,9508,9910,6903,5544,8374,6757,11698,10848,10184,6462,10421,7730,10032,6631,11635,9310,6595,5528,5736,8821,9929,5333,10683,7848,8330,8671,4951,9835,6380,10888,5663,7713,7323,9735,5694,8833,4888,9047,9992,10768,4919,6864,9938,9802,5397,9327,6613,8281,7955,9109,8393,7830,5502,8454,5865,7986,10036,4244,8817,5504,6040,4863,8743,6290,4576,8259,5864,8462,11555,10609,9936,9322,8184,5592,5537,7660,10046,11573,8137,8247,4188,10890,4157,4239,7927,6948,9859,10137,9076,9615,5454,10885,6713,7917,9940,10045,11958,5872,10757,8931,6808,10003,9988,4281,10450,4313,6454,7947,7229,7106,9496,8401,8865,11018,6385,5851,8620,10834,10129,9967,11848,7736,10309,6120,5765,8913,9268,10071,11430,4126,9719,8956,5582,11523,8259,6114
"110",9032,10281,10954,6204,8682,4433,10742,11662,8645,8251,8782,5502,9702,11808,9523,7578,9125,9367,6662,5172,5249,8914,7780,6591,4344,8420,5827,9550,4248,9120,4725,7566,6689,4726,8575,7125,4021,11443,5431,6554,6778,11248,5513,7626,9452,4116,5093,9036,9353,4713,10756,4388,8159,5477,10713,9442,6501,8948,8324,6588,6565,9651,4454,4097,10987,9663,7920,6310,5066,11217,7967,5780,7119,5723,11150,4581,7926,11312,9375,11295,7775,4429,9930,11731,11089,7861,11479,11094,11668,11340,11707,6218,11923,10412,11926,10016,8060,10145,10102,9568,10415,5467,4081,10879,11075,5101,5386,8255,11321,4783,6501,7498,10336,4372,8604,8068,6482,5444,10203,11177,9594,4158,7830,5866,5866,5074,10988,11226,6515,6671,10378,5028,6598,5142,6703,11666,9735,10567,6419,10027,4137,7195,6510,10748,10246,10088,10678,5130,11203,5043,4446,11899,8809,11282,6401,5323,5637,10658,4818,6494,8100,11778,11919,9541,6374,10642,6696,7834,8500,11305,9341,4866,8553,8421,11990,11620,8685,10260,11945,5154,7112,8706,4937,10263,7274,11890,9456,10955,7532,7120,7119,9966,8031,5075,9700,9498,4668,9858,11433,11968,11188,9428,7418,4660,10474,11040,10012,9127,7970,10038,8051,7833,6863,11680,6460,7279,10551,7434,6331,6656,5898,4190,9729,4797,4254,7248,5876,4603,10453,6871,8813,10855,11162,9882,6642,7023,11712,5988,4119,4820,5400,8828,6286,4988,10091,6435,5892,6962,4625,4409
"111",6383,10164,6423,11970,7071,9792,10699,8928,5759,6158,4589,5482,7692,9261,5544,5012,10642,6301,5369,5661,6250,8239,10579,5214,6410,7131,5896,4309,7249,4250,7793,4355,11379,7301,7834,11175,5580,6764,11779,10538,11170,9068,10879,6370,11382,4777,5126,5854,4325,9562,8313,11405,10389,11159,7988,5748,10990,4961,10094,5213,11478,10845,10348,11211,4229,10419,11217,4882,9058,5387,11092,5753,7651,4939,5389,4456,9599,8781,5341,7315,10134,11827,6080,6080,5582,9423,10953,6373,6591,5462,9715,9423,8695,4839,7668,8734,4909,6081,11358,7187,5854,9786,11607,10234,7188,4598,4867,11125,8799,8044,5439,9375,8090,8870,4048,9861,4289,8207,9962,6472,9780,7596,7324,7166,8061,7965,10271,8882,7529,8950,8120,9464,8855,8784,8956,6583,10545,11848,7793,6447,6868,10988,9493,8006,9045,11489,11331,6021,7521,10347,7232,11810,9355,5230,9832,11651,11618,7996,4850,9457,8867,4425,7864,5852,7618,8726,6742,7858,7283,5933,8175,7408,7629,8098,9892,7402,10126,5697,8692,7137,9757,9143,5120,7011,11851,8577,11944,10445,6562,6571,10175,9957,11132,9241,6037,4040,4655,9037,10482,6996,11607,11711,7266,11649,6115,11378,6461,9893,7391,6751,5982,6966,4032,9459,7614,6084,10207,11632,9979,8796,10741,11402,4592,8947,8726,8662,7773,4018,7772,11396,8690,10697,6686,7571,5010,10864,11125,11930,8680,11592,8019,9484,9344,10498,11022,6714,8860,4384,10851,7934
"112",7634,10940,5530,4661,6272,8335,8921,7142,9854,4693,8240,8139,5710,6609,10878,4791,11269,10661,6678,11981,6508,8373,9528,4877,9368,6448,11824,9235,9008,5932,5487,7951,6043,7910,11904,9308,9311,5439,10452,4746,7345,5689,8722,7457,4526,5800,5939,4925,4043,10236,6548,4557,7216,4224,7981,7949,9333,7518,11564,10427,8185,5831,7024,7712,8513,9470,8124,5645,7896,4016,10295,4272,6506,7531,11968,6817,7952,8886,8954,10706,9741,10803,5593,10685,6901,11465,4706,9246,9665,6306,7290,9440,4166,7658,8193,6206,9892,9870,4791,7809,8508,8996,8301,9862,5184,11892,4474,5606,5572,8963,7054,10846,6739,6579,7156,6779,9364,4561,11382,5288,8056,6642,11099,6788,5855,6793,8339,8487,5551,6504,7403,4032,8658,4022,5015,9052,11473,5112,6484,6377,9708,6862,8058,10419,8433,9891,4482,4339,8275,9519,8273,11022,9537,10672,6280,4401,5494,9836,10660,11942,7782,6312,10427,4905,9356,4351,4908,9201,8811,10969,8748,9406,5475,4661,7408,10172,8190,11937,9040,6899,9628,7492,4707,8008,10320,7079,7111,9100,11810,10155,11985,4184,6727,5894,8870,6420,5693,9371,8768,10914,4485,6578,10065,6711,8514,11808,6640,4304,11308,7525,10382,4860,9499,4287,7064,9425,8458,5057,6029,6142,11931,5174,7865,11616,7890,4159,6200,8413,10358,4736,6852,6574,10517,5669,10475,8106,10592,10666,5566,10002,6738,10537,11319,7430,9351,7405,6243,10034,7579,11212
"113",9847,6065,10782,9478,11876,10144,7442,6053,5057,7807,10069,9608,8889,11808,6121,8603,10620,10379,10476,4351,9469,7642,5700,6457,7452,7608,8811,11278,10439,5352,9973,11483,11741,9413,4108,4081,8410,10621,4721,7135,11300,11139,4682,10728,5426,11894,6906,11305,9314,11705,6112,4943,9393,9416,11344,10021,5774,8607,6603,8300,5073,10926,9419,6886,6494,10395,11553,7425,4814,8787,8299,8812,10152,11377,11089,7939,4888,5566,9201,7916,8454,5041,10399,6949,8909,11489,4270,9282,9238,11033,8340,4406,7338,8604,7593,5608,11866,5458,10056,8659,10197,5144,11162,8453,4568,7989,6688,5312,4475,10850,9272,7850,10671,9115,6713,10260,4475,4300,9778,6323,8367,8700,11761,7046,8317,6809,10426,9965,4933,10773,5955,8685,4184,11327,4504,11030,6628,11602,8925,6736,7342,9480,10461,11426,11641,7852,11212,5227,11834,9488,4747,5262,9759,6026,10731,11674,10723,5786,8672,9470,7824,11003,8097,4099,11978,10671,5243,9762,8558,9692,11179,6339,10008,6026,10879,10623,6088,9250,10570,9007,7831,8912,6940,7581,11757,6843,11420,5038,6592,10933,7940,4047,8397,5866,4566,11744,8823,11160,5676,7763,8921,5140,10179,11882,6965,4200,6170,6706,11998,9305,8634,11057,9754,10581,11541,7669,4309,11118,8071,11751,5572,8680,7601,6661,6976,5053,4703,6161,7713,6491,8128,10493,8371,11746,8296,11951,8814,10796,11461,10179,5304,7918,7991,8240,7954,8035,7569,11905,8660,4299
"114",9239,4884,10033,6792,11136,8496,7752,9081,5105,10024,7036,7728,5599,7634,4286,5465,9829,6968,11322,9717,5585,8578,6485,8990,11008,6639,9591,5614,11795,8020,11079,8367,7010,7773,9018,7740,8358,4994,11236,10035,10666,8883,8492,8343,10994,10383,8156,5714,6533,9044,4171,4506,7370,5491,4375,4331,8187,11381,4012,10868,7915,6356,6397,5112,4549,11969,6766,5626,8585,5005,7501,8396,5038,4654,11152,8016,4014,5865,10185,5091,11413,9643,9759,8471,8217,11134,7150,5646,9272,5550,8811,10642,8849,6875,10281,6085,8418,10175,8847,7562,11023,6548,4558,10022,7160,5271,9017,10694,6584,4838,7945,7546,10002,11337,6993,6107,8941,11418,5152,6570,10665,6364,9716,8337,8206,7534,7439,4759,6749,9564,11666,7585,9572,8622,5466,9259,9070,6887,5196,9859,7061,9653,5196,6047,6063,10240,6187,11129,7175,6701,10767,9786,5493,9373,6064,5574,7634,7382,5324,5078,4802,11318,11806,8323,6360,8086,10281,7324,9708,5570,10850,10775,7172,11305,10314,7171,4745,8317,6054,11069,9782,4506,4036,4920,9441,7306,4200,5654,10882,11440,6946,5742,4899,5289,9294,4390,9617,7349,7427,11271,6741,11395,6834,7488,8756,10314,4244,6037,5576,10008,7002,6942,11165,7404,9171,6431,10825,11510,5500,8578,10009,6449,10819,4609,7296,4736,11461,9875,5681,10785,11530,6141,7840,6542,8711,11814,6646,8443,10666,8885,4736,10136,7861,6502,8571,10203,7212,5558,11675,5727
"115",11824,4058,6163,10271,6857,6219,9387,11564,4778,5041,5161,8065,6002,6306,11427,10543,7272,4036,4171,11883,6257,8173,4096,11741,9719,5582,7721,4032,8174,5155,10188,10305,10177,5413,10747,5518,6554,7556,9179,5450,10343,10023,7099,11353,4540,5520,8948,9895,5530,5134,7415,8744,6666,9608,4362,6399,11705,7857,11998,10263,10968,4405,9978,9441,9074,4185,6746,9558,9045,11069,8950,9945,8231,8427,11949,7203,6778,6703,8436,11996,10315,11147,11907,6868,7439,4301,5209,11378,8337,6206,6129,11452,8208,5433,7480,10825,5757,11638,7583,4639,9511,6329,10418,8645,5371,9330,6042,6056,7327,8248,8532,5159,7147,7886,9498,6008,7680,7542,9172,5995,4430,6656,8105,11225,8738,5311,4112,4339,11289,8416,6733,6567,7735,8824,10796,7047,10374,11520,9744,9925,10852,4221,7536,5034,9401,8033,4471,8430,11653,7121,4653,4083,6159,4836,11969,6259,9694,8175,8406,10027,8493,11108,8713,5764,5885,4983,5038,7100,6641,10121,9111,11891,5134,5077,8204,4655,9949,4106,8351,9077,4565,5872,4278,10968,6625,5063,6994,9277,9063,10949,8374,6469,9780,7863,11660,4623,4682,4473,5874,11392,6151,4628,5748,7569,7337,11487,5344,5510,10936,4781,10022,11216,8789,10293,7424,8200,4538,10107,7980,5285,8915,7234,8173,9985,5705,9797,9586,4041,9174,10021,4544,4131,11461,6987,8379,11580,9635,10036,8112,7017,5508,10622,9711,7717,5777,7503,4275,11188,11963,7550
"116",5448,11828,7139,5494,6319,5895,11600,7970,5362,7258,5102,8072,4827,10231,6447,9607,11646,7006,4356,4370,5840,4261,5463,4680,8403,6289,11812,8300,4680,6861,10317,11124,4183,7739,4507,9551,8536,4279,9885,7992,7952,5062,10823,9208,10464,7655,5521,4152,11952,11957,8448,10496,10603,9350,9522,9325,7735,8176,8468,6921,8627,6399,6436,10781,11818,11693,7835,9355,10735,5149,5778,11630,9020,7679,5931,6102,7216,10977,8549,4565,11516,8473,10357,11068,7133,7747,9775,9873,6818,8885,4345,5368,9821,9677,6956,4158,11318,10443,5537,5835,5263,11861,9034,10675,4328,4267,8426,7630,7152,5113,6039,8562,9591,5226,7216,8295,4393,8950,8468,4887,11761,6403,5136,7748,10111,7871,7187,10093,11163,5631,6522,5182,8333,5955,8475,11604,7386,5392,5371,5371,11310,4685,4659,11913,9387,5512,11102,9172,7063,4206,9999,8803,4195,9110,8449,7319,5932,5132,5742,4260,7755,8197,5868,9227,10254,8044,8799,8018,11670,11275,6850,5666,4280,4025,9449,7062,7566,11917,9911,10828,7050,4600,6818,9331,5309,10327,7683,8074,4954,11189,8712,9499,5180,5976,4192,9383,10994,10419,5853,9215,9410,8186,8066,10061,4702,9509,9682,8781,11361,8914,6759,5521,11819,7520,6918,11427,8567,11855,5321,9276,6487,7158,11069,7454,5773,5332,5822,11136,9906,8720,4289,5811,11909,6173,8925,10462,5752,11341,6802,11176,4629,7291,10250,10187,4059,7276,5447,7938,7139,9792
"117",9921,4798,4093,6581,8049,8309,4416,11450,11438,8373,8619,9497,8161,5112,6646,5969,6275,4642,4803,5895,10337,10974,10215,8643,6393,6314,10101,10145,11886,6780,7924,11952,9170,5969,5539,5262,11501,10819,6922,9452,5636,9713,5291,7593,6358,4781,10754,9048,4093,11880,10845,8120,8604,5192,4475,8582,10205,4748,4040,11076,6411,6821,9103,5178,8081,5914,8266,8209,11049,5403,11466,7364,5128,9815,6084,7557,6315,11923,10270,5311,11715,10518,10308,4040,10429,4689,6817,9995,5787,7698,10894,7638,6872,7949,4474,8045,10713,8756,6011,4443,6713,10131,6402,10920,8302,11744,5150,7523,7791,10745,7273,6770,10966,8066,6595,8394,10861,10000,5286,10289,11137,5588,11705,7296,11058,4097,11310,9389,8673,6249,11082,11616,9113,5452,9695,5568,10221,5783,9949,11402,4616,10321,11991,10002,10719,7433,8878,5537,7231,11092,10229,6970,4557,6521,4891,9079,6772,7240,6833,11939,6944,11234,10120,6226,10643,7687,9963,7899,8924,11320,11405,10065,7492,8812,5068,9203,10096,10200,5082,6730,10163,11438,8780,11018,4655,6927,6961,6719,10180,10562,8910,8143,9619,5787,7433,4410,8027,11550,8736,7600,11367,5078,10376,9592,11534,8570,8633,6044,10198,11364,11298,8064,9177,6665,4705,6220,6981,8602,7006,8527,5466,6183,4414,4048,5259,7431,5090,5882,11532,6959,7543,9137,6020,9850,10954,11799,7841,4483,4945,10118,10369,9720,4064,11467,5679,11587,6781,5239,6991,4302
"118",5861,8696,7931,5396,10755,4648,5244,6921,7725,6716,6001,4697,10638,11952,8475,8225,9860,5096,4498,6983,7900,11986,5656,6742,4619,8309,10825,6906,11989,7922,8517,10914,10163,8206,8258,5740,9823,5309,5296,4299,5839,5087,4222,8256,11284,5894,5672,4141,6178,4067,7735,7191,10010,11792,5942,10054,9692,11078,11780,9915,6413,4669,9496,5591,8881,9124,8413,7369,10166,6086,4123,11552,11831,4335,7217,10304,11430,6195,9262,8498,9742,5272,9908,6002,10584,10363,6714,4509,6852,11876,4181,9215,4276,4019,8498,4772,11598,10789,4096,7646,5944,9957,4857,6181,6148,7037,11904,7965,4353,6643,7386,10462,8532,10981,7254,6941,7066,11871,5671,11112,5261,5190,5696,10363,7347,10336,4065,11745,4928,7012,6771,9058,4903,4147,10101,11440,5513,5178,5213,9439,9789,7710,6339,5697,11656,11315,10338,9302,4794,6593,7419,11645,8454,8057,9961,8324,8181,6047,9703,7886,6654,7089,7232,5960,4426,8206,10769,11509,10271,7478,11391,11666,8682,10473,11220,7278,6278,4154,5081,11592,11760,5816,7797,10516,6499,10134,7171,6472,5436,7816,4161,9048,6737,11224,7478,5797,8833,5921,11131,4793,9857,6259,6372,8781,5364,9599,11023,9246,9369,9000,4146,11690,6367,7238,8499,10460,7206,10795,10368,5108,8750,7427,10828,10117,7141,4509,5080,7461,9009,9712,7949,6175,10130,5936,6186,11410,8513,8138,5973,10245,5636,11127,9083,5341,4329,8206,6652,8094,5323,10087
"119",9915,6654,6932,5560,8177,7093,10801,4029,8698,8005,10131,4699,9303,8728,9162,5483,8029,4794,5744,4097,8236,10456,10031,5664,5808,11584,11096,9517,4850,11493,5608,8339,11901,8641,11068,4755,10265,9028,7910,11480,10734,10086,10697,9367,5820,8259,4648,8403,8819,11605,4707,7733,5217,9947,10430,10217,5595,9937,10407,8446,6291,9635,8871,10126,10540,6216,10312,8113,6282,11500,4423,8984,11267,7639,6032,7272,8534,6923,6799,9655,6437,5832,11751,7695,8906,4495,5706,7449,11349,6170,4540,9545,8117,11484,7624,8080,5511,9072,8441,10327,4608,5095,7112,7280,7049,5523,10669,8534,11129,10504,8354,4879,6592,5575,5341,7527,9578,8417,10099,11957,11558,4193,9162,11889,10893,10213,5309,11676,7155,7222,8641,8764,11244,6469,5955,9817,5097,7468,9631,5064,11330,11634,10416,4768,10935,7883,12000,5645,8363,9981,10596,6055,6829,8055,8829,6979,7597,9374,4684,8573,4522,5742,11927,6168,9025,5053,6578,11686,8267,6628,11805,11767,7511,4674,5728,6452,9539,9375,10381,11427,6364,10159,4492,9379,11973,7285,10843,11017,10050,8575,10606,8043,8539,11190,8453,10776,8310,11198,4329,4387,7429,9448,10496,7234,5519,8832,8854,5822,7153,8095,8470,8389,5733,9542,7419,5275,9642,6377,7012,9450,6476,10554,5561,5486,9472,11270,6978,5538,5602,5872,5773,11128,10328,11485,10785,5389,4313,9070,11119,10113,11631,6880,7412,8981,8274,4285,10933,6468,7885,11626
"120",11166,10563,10855,9195,5373,10781,6868,10157,4726,7993,11470,11167,5616,5580,11797,10124,4258,11805,5617,11867,8951,5543,7922,11189,4674,5010,5524,6697,8594,8900,4908,4345,8355,11692,11227,8255,8868,9102,4257,4632,11880,9741,9888,5459,10870,7874,10993,10639,8623,4705,5640,8133,8924,8651,6344,6601,5610,9448,4237,7273,10879,6635,7745,9028,10136,8834,6078,6502,9676,4525,8192,11435,8617,9659,9200,9960,7972,11782,6785,10374,5964,9037,6410,7899,10345,10834,6313,5661,7558,6555,5396,6877,9055,6001,11392,11094,5412,4221,9345,8384,4069,9174,4281,10749,8455,4405,9003,9553,10151,11779,10326,9149,5016,10692,4394,9323,4669,7421,6887,5953,11131,6511,7756,10430,9399,10995,11463,10449,11034,6411,8068,9135,8482,7399,7806,11981,7070,9790,11051,10733,6311,7645,4072,7047,11869,8749,4363,9375,4701,7961,11909,9390,8375,4163,11897,9977,10558,4837,4478,11238,10013,7479,11340,6581,4919,5835,8165,8651,5205,9015,4762,11264,5914,6477,10943,5933,5148,7673,10367,7690,7861,11821,5366,7465,11224,6195,7693,7513,4055,8353,7993,5649,4134,5640,6683,8458,11072,9490,4804,8926,11828,11878,6419,9431,5201,4468,8437,7829,11292,11955,10400,7194,5884,7975,8644,8294,10538,8738,4584,11538,11972,9740,6288,9298,10195,4350,5883,5552,9101,5762,8028,9116,7558,7402,11534,5954,4314,5921,5809,6976,11806,5167,8676,8164,7125,8065,5900,4080,11963,11766
"121",11463,10106,7900,9843,8678,7925,5830,4709,7817,10649,11410,10022,4684,4000,10224,8563,9434,9555,6069,9732,4563,6014,7126,4622,11606,7951,11259,7261,11708,8969,7211,9649,9009,4482,6457,10767,7815,9767,4661,5864,9865,11841,9082,7750,11486,11140,10627,11586,11255,11868,4272,11834,7191,4130,7592,7114,11096,8990,6707,5980,7997,11883,7242,11106,7068,6753,4878,5034,4044,9823,8642,9000,8469,9524,5919,7645,8353,6476,7653,4967,6804,7078,10983,11114,8141,5927,8413,4366,5531,4284,8082,7247,8061,10015,7619,9399,7699,10660,6595,11385,5091,5152,10271,5971,9684,10467,10586,9934,10292,7911,9308,10641,10464,8943,8592,10280,6582,8747,7167,8871,5284,4985,6996,9645,8614,11964,11128,5029,8910,4981,6110,6226,8878,9389,9487,10960,7704,11515,10925,10297,7609,9904,8224,11366,9412,4676,6129,10690,11173,8315,5562,6622,8452,11316,10210,11804,10700,4739,4263,8221,10496,11324,4226,4980,7114,6648,4694,4180,8860,8310,6759,5711,6349,7516,8904,5238,7448,9466,8571,8901,5052,9340,10737,6035,11183,8326,10732,11405,8589,4825,6053,7586,8696,9131,6903,4059,5257,7388,4229,7131,10033,11858,4832,9592,6915,4386,11410,8614,7822,7794,6433,11794,9709,10244,5995,10112,4367,10933,11629,9587,10254,11081,5825,8558,8611,8441,5423,8395,10796,8706,9079,10118,11596,9004,11929,11917,10549,11982,6479,5836,7364,5355,4230,7563,11827,6680,10351,11756,5696,10500
"122",11645,8106,10325,10995,6921,6718,9732,6732,7546,7281,8473,5244,6143,9946,8013,9894,4263,7764,8098,11859,11296,9007,11756,7836,5793,4119,6296,10126,11608,10546,8951,10705,10812,9029,5991,7218,6123,9146,6936,11843,10156,9965,11018,10207,4616,8189,6009,5269,4352,5072,6813,9439,8050,11459,9848,6565,8644,6414,6396,6589,9581,6511,4312,5210,6000,6895,7373,7843,6828,4678,9145,5659,10989,4663,5219,8910,11658,9524,8674,8768,10078,8227,10255,9773,4318,7640,11325,7898,10231,7045,10938,5670,7376,7275,7666,5071,5121,5812,8245,10283,11381,5511,4516,4382,11458,4184,9598,7861,11274,11911,4053,11459,5054,4972,4906,4602,4313,6138,6123,9633,11523,10341,6691,4595,5962,10531,5233,7365,11928,6217,4084,5829,11816,4532,8324,7740,9235,10057,7279,11202,7335,7705,7433,4544,10000,10490,9245,10978,10165,8601,4365,9924,8676,9147,11146,11893,11601,10240,11508,9253,10332,6204,9938,9025,5341,10548,6347,9327,11922,7053,7052,4866,7909,6853,7865,6735,10983,8102,8616,10524,6553,7161,5066,9016,11197,5903,10982,4052,5319,11432,5593,11690,7373,9256,7907,5076,9027,5327,5649,8780,6824,6281,4695,8379,9341,7457,11316,8556,11487,6336,4788,8562,7489,6602,10725,6120,8737,7203,4091,5815,7484,8069,6303,7857,7465,9682,7557,6729,7273,6734,5542,4670,4840,4093,11750,11984,11010,4169,8513,6847,10958,7910,7920,8201,9876,9836,5682,11692,10363,11858
"123",5351,10960,8740,10648,10958,5345,7218,9390,9971,5430,10983,6843,6331,8457,4658,7382,11055,7443,4558,11281,10232,10431,9268,9847,4809,5478,7174,5747,5736,5568,4371,4057,10519,7388,11206,6544,6113,7924,11901,9608,10538,5970,4234,10817,5057,10575,9690,9704,9545,6882,5447,10322,11256,8329,11109,8616,5033,5971,6930,7032,11734,4655,10484,11343,7452,6367,11678,8157,9084,8162,8131,11502,4468,10374,10818,9989,10478,4535,8833,4943,4976,7925,8771,6876,5648,6991,5617,9507,6893,8375,4331,4457,4368,8216,8298,5889,9010,6854,9144,4394,8505,11347,4150,8229,7621,9572,11450,4889,6404,5307,10674,6732,9404,11937,8635,5919,11234,5318,11129,10738,11473,6898,6809,9219,7935,7358,6737,11751,7671,4052,6269,7916,8923,5511,4317,7509,7936,11044,9962,8380,9749,6388,10291,8185,8238,7772,9313,7332,8600,8912,6833,11334,7116,4155,5763,5056,5181,9786,10398,10518,9831,5792,4992,10543,9764,11040,4079,7506,8862,8468,11808,11756,5411,8047,11260,9092,8260,9000,4506,10228,9089,6635,10545,4382,4514,10986,11297,10553,10041,4419,8970,5382,6704,6613,8469,10825,5189,11033,5504,5455,10750,7210,9085,8770,5303,11351,11070,9594,11418,4141,10893,7409,4830,4287,7591,7504,11649,9588,10799,10836,9867,5157,10529,5864,10899,4693,4962,7929,11710,9327,4476,6927,11467,6229,8110,6487,9361,6883,10973,9870,4343,9261,5248,11468,11205,8398,8410,9038,4233,6150
"124",5440,8219,11648,8543,10061,4478,7356,10215,9068,5853,9484,4937,7451,10195,8212,7435,11035,6876,11541,7008,9805,8896,5468,8118,6063,7157,8264,9369,10310,7579,9624,7884,4305,7585,5475,11491,5410,11709,8528,4228,10107,8684,8233,5558,5233,5995,7852,10684,5600,11376,8139,9729,11056,10224,10881,8655,10154,8802,7872,5385,8406,6725,6608,10458,6962,4269,6348,5440,8688,6848,4533,4938,8960,11825,6072,4649,6271,8325,4109,10643,5538,5082,8043,7736,4940,6945,11166,10049,8252,7558,4136,5454,4208,5474,11213,11003,11789,4876,4132,9599,6176,11207,7552,8330,5211,4173,6731,5445,11009,8239,9756,9566,10280,10681,8776,4143,6421,10983,6240,10526,4158,4066,7026,11575,11998,9251,6559,10535,10889,5261,5848,9321,10902,5576,4125,10734,4700,8176,7051,11952,11218,6578,10741,9755,8611,6081,9527,5774,11893,8467,11195,8816,7364,9015,4947,9691,10551,7341,6228,9714,7506,4155,4676,11589,6987,11884,6043,7105,4552,4167,7898,6999,7293,4939,8079,7017,5685,8411,9686,6102,4753,10150,4263,10464,10474,10569,7019,4341,9274,10298,11665,10768,4429,7473,9198,9685,4076,11086,11427,10587,4795,4740,9645,6779,4771,9106,6398,5821,9186,8731,5393,9514,10248,11977,11590,10251,11743,5579,8456,10427,4052,4990,6399,6278,4949,10619,5745,5678,9387,6516,4970,5958,6918,9195,6972,4613,7820,10156,4219,8386,11317,9250,8048,6710,7188,11847,11947,6847,10234,9783
