"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132","133","134","135","136","137","138","139","140","141","142","143","144","145","146","147","148","149","150","151","152","153","154","155","156","157","158","159","160","161","162","163","164","165","166","167","168","169","170","171","172","173","174","175","176","177","178","179","180","181","182","183","184","185","186","187","188","189","190","191","192","193","194","195","196","197","198","199","200","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","219","220","221","222","223","224","225","226","227","228","229","230","231","232","233","234","235","236","237","238","239","240","241","242","243","244","245","246","247","248","249","250"
"107",8772,8366,10263,14692,13382,14803,10814,12698,14161,8703,9110,8677,12364,5605,6017,12507,11376,10768,11031,6495,14489,12698,5978,7905,10180,6211,5965,5286,12721,6991,7737,9282,14515,6848,8002,10617,12055,5372,6677,14326,8653,10643,14620,13937,9543,5083,10354,13308,11918,9845,9187,5678,13071,7497,11825,9155,12334,10131,9840,10739,12960,7456,5745,6317,5598,9714,5059,14421,11474,8352,12648,5756,10283,13285,10635,14376,11129,9337,8593,11193,12170,8006,8666,8173,7983,8795,14574,11101,5897,8313,9411,5073,6562,11230,9947,12160,14948,8546,5218,10043,14623,13528,12680,12887,7057,13885,5847,13137,9179,11645,7898,9857,13630,10501,11469,8793,13391,9984,12458,14166,13452,14870,14902,11312,11329,6123,13491,13163,6691,7612,6777,14774,6628,10375,13255,9976,10073,7751,5122,9720,10309,10417,10720,5864,7476,12378,5033,7698,9895,9811,5543,12954,13955,14430,5736,9665,13671,5364,8340,14548,7056,7309,14069,11053,11236,7829,6801,9233,13750,7644,8417,10600,7375,11090,6073,12194,5221,12806,10291,14200,6090,9493,13559,10308,6926,8716,7921,13170,10215,13571,9223,14828,14161,14636,8217,9699,11090,5391,11207,11883,14301,10625,9970,12912,5071,12615,14358,6409,6872,5421,14269,13502,6736,8435,8870,6620,9734,8670,12164,12568,8251,11877,8361,14580,14426,14416,8053,14236,7772,7418,11677,7542,6058,6121,11880,14799,5195,9373,11579,14665,6742,12552,13950,14106,5438,13321,5786,11402,14608,14381
"108",9304,8488,12220,11674,5873,10836,11001,13111,8558,9924,14085,14469,8864,14589,6187,13282,11284,5649,13015,8037,11876,9371,13059,14315,11098,6332,5634,8467,14241,14559,12799,13570,8533,6319,12173,8471,9575,11390,9611,10923,9051,10424,8015,14681,12318,14817,5230,8864,10767,14875,9338,13299,8917,5223,9708,8856,10223,13509,11084,7513,5134,5098,10358,8712,8228,14602,11416,5799,5853,10508,5325,12082,11331,10015,11538,12984,13572,14478,13686,12874,6340,9759,11958,12136,6937,10933,11605,11579,6940,10417,10171,10332,14642,9215,12744,5750,5388,10845,6107,12635,14514,5497,6662,14003,6378,11422,14239,5529,13000,7433,6349,10626,5357,10243,7392,11891,11663,11035,9799,9200,7785,9398,6049,12955,5326,6686,5702,14825,5591,10694,14281,8174,6717,14414,7831,13650,13571,5812,5107,11275,12009,11536,6663,12140,14976,8649,12525,14448,8735,14910,14076,11554,13990,7575,7066,12749,6918,10018,10844,14087,11020,7737,6328,8457,9692,7163,5197,13596,9873,13790,12402,11001,9729,13158,12301,9592,5198,9164,12276,10360,7103,10175,8914,11628,10218,6892,8970,13398,10506,11194,13153,14073,6926,13913,8176,9768,9417,11542,5506,12344,5369,12155,14486,10699,12836,11371,7452,5416,13024,14190,12465,14153,8038,7302,10306,5669,8905,12042,13117,13901,10582,13226,5012,12650,11361,6745,7047,6236,10602,7652,13029,9398,11843,13750,13031,5279,10663,5422,7312,6260,10454,13668,10047,9321,7756,12869,10114,8339,10719,9155
"109",12650,7362,14690,12453,9682,6844,6604,8677,14743,13297,12712,7036,12241,11474,10445,13375,6001,9005,14577,9326,12398,9826,10294,7685,5703,6791,7064,8025,8494,7950,10036,9060,7580,6965,7924,7843,6142,14044,11459,5203,5310,14153,10140,6647,9623,10426,11138,6642,12620,13284,9463,9068,7697,6435,13841,12274,11755,12367,5066,12327,5553,14130,12975,5268,10502,6145,12017,10515,7811,14630,10677,9189,13258,10120,5293,10367,9206,9032,6179,10136,12058,12769,8174,6054,12732,13516,10056,8376,8806,6051,14996,12481,13756,7384,10236,7279,5622,14477,6170,6136,5201,14598,14605,6154,5700,13603,5002,9956,5699,10162,6623,7666,14990,8333,10024,7870,9552,6010,12323,13828,12397,14907,13475,8401,12626,11623,14484,11351,12660,11948,7801,13559,11547,14053,12665,11721,13749,12698,12599,13946,5966,14357,9069,7915,6233,6368,11804,6661,13218,13515,12544,6705,9892,7762,7015,9844,6332,12867,12590,13960,14235,5658,14282,11284,14909,8907,11043,10492,5940,6406,6209,7704,14116,10734,9604,13389,12437,11385,14098,11681,5145,6130,13975,9894,8015,5636,8510,11454,6565,13452,8179,9385,9456,6252,14665,10432,6114,7295,8131,7279,13969,13354,5057,11550,12123,13429,8087,14139,12308,9748,14993,12106,12000,13728,5004,6872,14789,13485,7544,14660,9277,13635,12010,8244,5012,9777,5142,12490,7830,5773,7290,6923,6447,7713,7323,10019,6443,14767,12270,14901,12246,14428,9878,12410,11120,9464,5489,11493,6226,13165
"110",11506,7835,6693,10660,8820,7879,13418,13990,11406,12796,8756,8119,13912,12820,6661,10601,5220,5105,6705,11451,9918,6533,12307,14745,10829,9148,9085,9818,10435,5310,8318,12680,10961,8578,12103,6862,5933,8602,14157,10514,6827,9915,10149,10636,6485,10874,10286,7967,9976,12397,12313,13984,5132,11912,11399,12588,14787,10960,14558,10329,13196,12309,13001,14285,8095,6830,6971,7344,7969,12929,8123,12864,11034,6320,6198,12985,11975,9477,7612,7950,12619,9839,13428,13755,13845,12768,11930,6022,6790,11181,7170,14506,10434,14188,7653,5080,14244,12831,9011,13746,13339,6640,12700,7159,6172,10371,11870,12844,8081,7620,9730,7350,5511,8079,14766,11001,12428,5040,6202,7565,13993,11610,5962,6651,11508,6587,7254,8321,10935,14357,7517,10594,13795,8395,9708,6645,13202,11668,12892,9999,5926,14239,9413,7776,6117,14134,12389,6683,11998,8484,9597,11695,10612,8418,9123,8767,9929,5440,12902,5059,14811,7705,10991,8820,14022,9087,6093,10319,9375,8036,6430,6250,10955,12687,14145,8446,14698,8409,10562,6277,9243,12313,6648,5471,11047,8604,5521,7069,11823,13447,11541,5912,12999,7711,13346,12127,12112,9965,10355,5531,10763,6840,11769,7419,8093,13787,13371,13303,9529,11452,12923,7812,10184,5742,13270,10588,8298,8506,7721,6560,6430,9905,9826,6672,9976,8643,10199,11491,11935,12387,12163,7256,14591,5039,12473,13075,6915,10124,11047,12113,12722,7148,8122,9991,5628,12514,8617,7888,6014,7811
"111",14899,7983,7372,6892,14307,13085,13525,13437,12146,12627,12703,12416,12837,13070,8861,6060,8428,14882,10082,10170,13499,8978,10004,6547,11261,11649,5435,13754,9250,8685,11689,9914,6973,13538,10326,10517,5427,9798,9716,11044,14224,12126,9370,11070,9465,5082,14988,9608,10988,11495,9302,7857,9006,14886,7947,10552,6281,14572,13333,9664,10844,5255,13146,7728,8946,14993,12919,11174,7572,11060,10317,10620,10071,13822,11903,6911,8130,8268,10795,12855,12783,12523,14686,5612,12336,14666,12855,14187,5617,12132,6393,13403,8651,13091,11189,11967,14487,13481,11291,5817,8045,13380,10746,12514,10052,10841,8744,8929,6995,6228,10048,11724,8606,5052,6240,9543,12709,8409,9073,8552,8594,11179,7609,14072,7823,5257,5056,14590,12611,12562,6549,12672,12032,13922,12394,6001,14005,7636,11385,9203,9902,5696,11761,5763,10133,5409,14398,14021,7012,9343,9351,6940,5282,11476,10748,6816,9944,7509,7362,14633,8583,8351,11524,13089,13388,10388,7294,9977,5648,14281,13756,9370,6752,9387,6360,13607,11642,10949,11718,8445,12266,11879,12149,10342,12420,9614,14025,10899,14391,13958,11151,10980,13127,13640,5616,10779,5258,13955,14279,5730,5269,13023,8255,9689,14928,13004,6083,8204,5039,13202,13972,5182,7543,9547,11773,10810,10759,12613,5253,12064,8584,7109,7528,10342,11336,8714,12655,12351,7599,8189,8440,10197,12951,5016,5939,14793,10542,5944,6453,7706,10426,14213,12269,10180,14550,11154,13185,10550,5890,13170
"112",7354,7518,5721,12459,11607,12369,8083,8363,14682,6009,9200,6284,12486,11714,10414,14879,7055,12530,7134,14090,6298,7718,8459,13530,8937,7291,5166,7418,10211,10443,10185,13159,8647,14836,6323,6350,7088,5652,14372,7201,8677,7519,9866,9504,6694,12299,6211,12584,10595,11326,9999,14064,7714,14061,13834,13529,14073,9657,8909,9516,12459,7401,9284,13090,9011,5799,11368,8451,8242,11557,10716,10983,9216,5271,11337,5747,8660,12365,11589,11370,6184,14929,12580,9481,11023,11049,13624,14300,7565,13612,8292,9917,8995,12202,9904,8110,5221,11499,7952,13425,12029,11922,6068,14722,6016,12215,8354,14311,6638,8022,11332,13830,8056,10396,5162,9143,8626,11227,8041,10876,8876,8987,8337,6963,9123,8587,14101,9997,8117,8075,5053,7025,9261,12965,12846,14959,11471,14712,13411,12655,7422,13160,12853,11378,10913,5856,11236,6770,13059,5377,11709,11542,5864,6925,13594,7931,7798,6958,11973,5475,8084,5270,10216,6287,9345,8532,6870,13956,7042,5848,5137,13933,12469,11509,6682,6410,13925,10089,9797,5425,10986,10293,7904,12036,9950,6376,6473,14133,11991,8737,8465,14434,5411,14884,13283,6042,5540,8254,10000,8590,8996,14678,9321,11097,9590,5844,10711,8318,7367,7855,6759,8519,9583,7019,5186,10158,12205,10096,13384,5786,14584,9618,11861,7711,14795,9650,5350,9928,10384,7067,10011,6005,10828,12379,5406,9368,8265,10209,9347,8722,7957,11374,5246,7157,9860,11706,6905,8978,8596,11461
"113",13313,11460,12553,7726,9255,7845,12776,6908,9210,10781,12546,11368,9587,14005,13992,12845,9408,9896,11746,5049,11074,9019,11773,14310,13620,9557,6938,12113,8383,8732,11787,13081,6599,8453,13476,11872,7289,9472,9797,12737,11966,10452,5662,13021,10507,14794,12758,8002,13728,5076,7499,9407,10798,14847,11520,14760,12971,6066,8206,7686,5117,7372,14097,13429,7689,7073,13976,12348,14067,14960,14110,13740,6216,6436,13062,7898,6522,11711,11451,7959,6940,6932,5419,7046,12153,11364,11648,11422,14369,10802,14887,6661,6675,13883,11211,8281,8618,9974,13186,10711,10036,10093,13407,9664,13492,12990,14896,9164,12717,7484,11883,10624,10883,11279,6617,13384,10241,11616,6488,9553,11290,14446,7326,5199,9716,7122,6597,13339,5975,10146,14540,5652,11777,5961,10677,8892,5662,12951,5873,8047,11448,6860,5432,11488,13180,14353,12557,12855,13258,5581,12348,5144,9455,6740,12958,13524,13880,7128,12629,11479,14051,12473,12775,6273,12118,11823,13948,5827,6311,6444,10373,7748,14119,13577,14408,13832,13055,14209,13578,8545,13232,13997,9687,9770,14701,9576,9351,7670,10636,8075,14991,12920,13952,6021,11356,7094,5463,5210,8442,6918,10952,11788,5779,6364,7021,13410,12580,6748,8014,11921,6046,14658,12430,10076,5587,13789,14033,14705,8839,12073,6181,6866,7568,13171,13754,7311,5740,13005,10612,7292,12386,13173,13752,9050,14523,6145,9692,5927,5725,11475,12640,10878,11032,11869,12447,12619,6702,12664,14190,5027
"114",14872,13256,11003,11672,12325,7315,14491,7977,14414,8987,9957,13247,14830,8544,10368,7724,11472,12292,11159,7340,9679,14070,8068,13369,14112,9088,5100,11560,14048,10465,6702,8596,8822,5772,9520,6473,12663,13375,13479,12237,10172,11161,10498,12786,7725,5450,5484,9432,7194,9661,14471,14206,12848,11072,8523,5398,10341,10814,13216,13806,11652,14015,12230,12295,7678,5720,10874,7692,12106,5119,13156,14007,10686,13870,13467,7818,7743,5589,11716,11304,5600,12332,13482,11911,12672,9914,10648,10493,10238,12250,12835,7185,7063,9349,5503,7263,8945,7404,14749,11926,6860,11059,14604,11831,6933,10047,12143,13873,6763,6680,9077,7619,6956,9064,10098,13697,12380,5763,14036,12219,5048,12548,13919,9980,13913,11686,5900,12718,8895,9440,8444,10972,5262,9356,14020,13798,7240,7487,10523,11289,7251,14680,14912,14685,12048,6394,5911,12000,10110,9306,14201,5728,6542,11192,14397,8347,6096,7540,5949,11601,12790,5717,9396,5403,5534,11517,10479,6201,7462,7125,11370,10740,13637,12336,7869,9468,7705,7535,12737,14009,8744,12301,13603,14295,6051,10671,11517,9774,12367,5702,10604,14313,8974,9192,13440,11966,11128,9486,11237,9390,12796,5794,9735,11948,8993,6025,13420,5314,6517,9832,5136,14730,13913,12271,9375,8798,12844,10265,6667,11742,9244,12050,9139,9389,10676,13530,6625,10324,11238,6630,12928,10964,10298,10996,9038,11541,10038,10376,6183,8850,8680,12067,6487,12345,10033,7378,10822,8606,8082,10671
"115",14754,8907,10701,12864,7660,8309,14259,6476,7282,11316,7784,12955,6676,11566,8201,13509,11561,6946,14765,7333,11941,5342,12705,11178,14706,14120,12626,10956,6734,8299,11393,11306,5132,7290,9362,9260,11879,8759,11366,12746,10496,14040,11655,5020,9875,12048,9228,7069,9595,12658,8331,6824,10119,12960,13045,6740,8121,14408,7176,14459,5650,8521,14432,12292,13594,7924,14588,12097,10325,11321,10914,13909,5955,13109,13641,11049,11027,11190,11102,14480,11294,11202,14560,14810,6810,10422,5086,11386,8521,8560,10140,8852,7879,14739,8515,5433,8739,14306,11994,6819,12040,14702,8352,12957,10685,9138,13616,5065,8007,11746,8986,14749,9056,11443,5775,14693,5760,13700,7068,11668,6867,11551,8212,7202,7363,12717,10208,6382,11306,6128,11604,11833,9896,13105,10692,13736,10319,7388,14385,10261,10476,13651,6763,10799,6839,13370,13640,12895,6332,8850,7030,6517,14278,9932,6384,10716,10054,7254,8186,12838,8968,10891,13775,14906,8756,12355,7069,11165,9287,13897,14761,6701,12113,5775,8108,14751,7799,9829,13801,12991,12271,10889,11028,9091,8492,9161,14983,14906,14311,9734,8360,9340,7933,7053,10668,14881,13197,6547,13401,8746,14925,12343,10512,12854,14317,5099,7422,12167,7079,10706,6316,8174,12828,6827,6085,5331,11859,12999,10846,9110,5746,8827,14752,14611,5717,6299,7800,10001,12653,12085,11228,9964,6147,10460,13947,5613,14622,5101,10756,12978,6820,12246,10784,12655,9624,11723,9111,13994,10542,14898
"116",7153,13954,10325,11878,7841,10023,9121,8583,12410,12613,9123,10892,8479,14427,5121,6876,14266,14564,5397,5965,9468,10884,12499,10093,5779,13018,8355,8558,10951,6240,12533,11107,12360,14604,6173,12792,7731,12596,14471,7995,10631,13509,11921,7217,8090,10821,5811,14406,8520,10406,6753,7621,10787,14594,5920,14026,9219,6614,14967,10954,10497,7097,10799,9938,9897,9876,9127,9604,9389,7106,5288,8497,14706,5234,8595,7217,12573,9216,7747,10852,11991,7869,5644,10968,11862,14848,14504,12915,7076,8645,8748,10594,14907,8838,5670,10739,13921,5776,10781,7383,8974,11000,13436,5658,9465,7555,10873,9778,6004,8565,12043,8914,7858,9030,12825,14774,11482,14629,10543,10956,9617,6369,9008,8439,8886,7315,8304,13547,12247,5154,14111,10108,10764,13299,6642,9411,14260,11115,6072,10650,11278,11147,14407,5383,5957,9164,11296,11416,6615,5899,12650,11238,8749,9980,10457,8242,8336,8354,13386,12260,10114,9574,7815,11263,8169,6981,11313,8322,9781,6939,7178,14857,10258,7111,10370,14895,7602,5315,12611,12581,13644,14902,6346,7506,11493,5812,7942,8237,9951,8227,5200,13914,9116,5149,7567,5530,14424,14234,10120,10853,5081,10309,7752,11891,10497,9355,10569,5073,9309,12856,8171,5036,12814,9164,11811,11315,13655,8339,13587,5853,11000,13242,11358,14668,10027,13897,12719,8349,5339,11713,7236,6541,11917,13907,14467,14292,13342,13665,14315,7621,6199,5876,11268,11616,13565,6880,6081,12919,6293,9162
"117",10314,8135,10259,9552,7482,6320,12922,14385,14425,10360,11681,9183,9145,6589,8807,13520,14475,13438,12971,12706,10226,11204,6536,14919,14965,12789,13307,12619,14060,9491,5273,9079,9387,12332,6430,8089,10397,9511,8265,7598,5737,5122,6851,6734,7615,13691,11123,14785,9805,11352,14156,6324,5776,8453,6014,9118,8002,11756,9084,5451,5642,7756,6496,6615,10332,12515,8251,10190,13961,6768,7288,14281,14022,6701,13268,7775,12748,6702,14749,8677,12322,6267,12992,13195,8664,11405,13554,5339,10681,10036,12500,10268,14520,10219,10106,9979,14494,12489,13535,13717,8133,11895,8506,5649,11849,8546,7139,9178,6934,14447,11738,11633,6527,14874,8614,9081,6824,8586,8898,7927,13012,14421,9939,9759,6824,10328,10233,7879,6355,13301,12298,12474,7285,11853,12326,7433,14484,6905,9368,8762,7384,13476,6863,5291,5020,9179,13677,13130,8910,14320,5712,13532,13995,6524,13919,5041,13089,6918,6031,14649,12285,8241,11979,10769,7254,10506,13408,10325,6858,6241,10520,5065,12437,5954,12008,5543,9471,5069,9190,9272,11238,12199,9341,11887,13876,6766,10002,10994,13142,14728,8300,7236,14618,7405,6483,6916,8239,6220,12351,12033,6713,14661,8152,9606,11899,14098,13859,5587,6186,14406,5441,8695,14540,14834,12020,5925,6945,11255,13986,12455,11966,13452,14957,13437,13922,13361,14612,11532,8811,6814,14666,10081,13191,6947,8441,6485,8498,8597,5033,5645,11692,9404,7652,13893,14775,12452,10360,14902,11315,5163
"118",10436,7356,11954,5860,5666,5038,14188,13486,8306,7090,5109,11515,7604,8161,13187,11332,12573,12382,8747,13003,10543,5510,14407,6211,14456,12462,7055,5720,9291,7049,12065,6179,13110,14420,10811,10590,6190,9617,13453,14568,5924,10410,13263,5012,12279,8867,10042,9144,13612,5547,8674,14486,14411,11991,11248,13709,13107,14692,6908,14287,5426,14982,6725,13156,9953,12667,7002,5791,13678,11642,7027,6354,8994,8416,13200,10902,6348,14656,11652,7928,8666,7027,8986,7800,11570,11895,9510,12231,12402,12872,12007,11671,8385,12602,6488,12766,10731,12498,5430,14918,5772,7491,12698,10906,8747,13541,5034,10945,9558,6060,11764,11607,11934,5415,8261,9994,7922,5195,12164,12093,11282,11435,10951,8069,6736,10230,9106,14601,8444,12345,9331,7152,12011,13357,5854,5782,5359,14585,6041,14554,5708,7651,9223,13540,11203,14248,5107,11628,9168,6369,12186,14667,9803,13131,14644,14637,13061,12297,5773,8968,13630,6923,14480,9964,8522,13217,13408,8125,8987,9311,8238,10355,7650,7479,11728,11768,13061,8379,10406,10989,14956,5630,9820,14005,14776,12482,8975,9283,7382,9172,10214,6626,9396,7960,12004,8451,10696,13422,6774,11904,12039,13041,12271,6708,12792,13432,12603,9618,12804,11719,14093,9157,10953,10957,14770,10520,6228,12335,6439,11770,13693,9842,8511,10231,9494,9766,7037,12078,12252,7296,10544,10051,5459,11497,9188,10980,7199,5549,12453,10430,6582,12031,6736,9493,12423,9611,5550,8857,6253,13526
"119",13095,14073,8919,10887,8676,7361,13894,14695,12578,5333,8036,8833,12963,10933,13137,10573,6098,14481,8189,8761,13176,6091,14755,14568,11598,12131,10695,5155,11696,9944,8749,7267,9550,6449,13191,7078,7367,8720,13635,13449,10418,6120,6486,5621,14403,11864,9641,11155,12828,5895,6136,8946,10418,11125,10480,9557,14951,5954,6115,10242,6529,5673,6475,5598,12025,12438,8570,10549,11013,7364,11383,5715,7290,7798,13373,8173,9315,6474,9654,5339,5876,9166,12233,10216,9722,8846,10063,6482,6072,10996,9448,8914,8744,7000,10734,6174,11556,9466,5441,12464,11186,5294,12184,9729,7244,9430,8232,5763,13943,13882,13147,7829,11276,12458,5771,8601,7327,12928,12710,7452,6224,7004,14542,8599,7584,7876,8148,9556,7740,5894,7421,11662,11044,14803,14812,7206,8070,11110,9838,14313,6453,9898,11630,11520,8727,8307,11891,13992,9562,14345,5616,7821,14914,11470,5699,9311,9457,12663,7627,9977,14101,7244,7951,13884,7100,13396,6540,10540,10421,10394,7889,12044,12686,7928,6298,7708,12177,7722,12643,14073,7308,8073,6437,9417,8305,8330,5215,7836,8067,12782,5682,9500,12464,12149,10058,6071,7795,9395,6517,9243,8594,10050,12638,8612,11748,7354,5965,13117,7625,11301,5819,13289,11545,12022,6289,12951,13714,11980,6600,11772,7503,13466,12038,10151,13562,10343,7086,10219,5452,11400,12545,12742,14794,13742,14037,8848,14248,7636,14424,10598,9751,7378,13998,8874,10850,12460,6371,9373,12570,5846
"120",13417,10818,11405,7672,12613,13504,14111,12664,12280,5120,10662,9010,14765,9423,12012,14136,5477,6334,8613,6615,6740,14535,10139,14914,14092,12822,10750,13854,14424,7269,7673,12567,8804,7438,12006,7096,8743,8013,6082,8505,7328,14004,5857,8721,6452,14560,13751,7027,9661,8554,5332,14143,12491,10778,14250,9499,12636,14792,11422,9484,11932,12490,7729,7535,11123,10827,9523,5910,10233,7642,12732,12250,8744,13241,10449,7678,12661,13381,7412,11928,10014,8894,5948,6624,7079,10998,10722,11365,7680,8590,8804,13024,7143,13046,11662,6275,13827,9724,6341,6944,6403,7663,5742,14318,7771,8006,7266,10572,6116,7051,7235,5961,13937,13222,12097,12210,6518,5533,5212,6620,13908,11172,12867,13601,6685,9964,9000,5707,10528,6564,14159,12571,12491,11536,10436,14460,7951,10516,9763,8536,13634,11173,11138,13142,13485,12400,13093,6228,6046,10548,13210,5410,9628,14000,11998,10961,5544,7366,5405,6874,5818,6698,5898,6620,10256,8781,9344,6121,8629,5101,8175,12682,5095,12955,10246,13279,5831,7434,9134,5094,10187,12745,6624,8336,8447,6061,14084,7197,8337,7187,11094,6154,6764,10580,8647,7556,11450,9367,11822,13544,5993,12734,5589,12076,5329,8397,6175,12186,13553,12536,13705,14933,9759,14168,12358,6966,11189,8430,7699,13220,9424,5719,7976,11650,8036,7127,11509,12724,6257,14888,6691,14390,6810,5719,6979,7900,10521,5594,8608,11168,8727,7887,5805,10565,14598,13155,13488,13404,11719,10628
"121",8317,12796,14717,14917,11503,12417,11847,13997,13842,13325,10006,9114,7992,7747,8825,6954,13891,11341,8126,11942,10271,11501,8672,9001,12546,12670,14955,9862,11910,12817,8022,6031,5713,5866,6738,11154,14677,11999,9553,14382,10789,12452,5844,5755,12703,10347,9874,11154,14809,12963,8177,5930,10423,9769,12625,8656,9634,9392,6850,13111,5777,10313,12999,7943,14497,5393,12332,12137,11935,6683,7260,6337,13304,9576,9310,5484,12738,6449,7338,8727,11501,10353,5150,5230,12232,11941,10806,14775,7515,11312,7788,13487,13644,11913,14560,13132,10042,9100,6808,10398,8122,7991,10817,7887,8639,10074,14164,14589,12009,12686,12902,9283,8339,8569,10924,12584,6515,6182,9549,14565,12046,10563,14312,8108,10494,6357,9245,13776,12335,10573,5709,7285,5441,14108,8976,12025,6178,13038,7799,14127,9606,6783,8947,11697,14140,13360,12620,5514,5652,12066,12560,13961,5415,7465,14205,9201,6296,7166,14549,14417,8288,5438,5812,6328,13903,9674,5538,12612,6657,12201,9661,7870,12479,5885,12946,14552,7165,6363,13677,11754,8639,11016,9824,7172,8540,7589,7361,11127,10536,11746,6029,14210,6416,7524,10769,9573,9511,8666,14217,11528,7582,5081,5569,5783,6825,5128,8955,14931,6959,13383,7423,8888,5437,5348,12970,11384,12289,10171,9529,6541,8450,10862,14988,7080,14023,10249,8321,6876,5231,12763,11807,14899,11292,6969,6824,9013,9814,14307,14702,10077,14434,8113,9099,5437,5271,14602,12867,6324,8554,13657
"122",12359,5832,8754,10313,13264,8625,9094,9841,12220,12847,5380,8994,6828,6611,12867,11131,8773,7619,12086,5371,6976,10074,8154,6978,12826,7292,6294,11068,10897,7767,7544,6442,14142,9882,11134,8456,5391,13317,5434,9999,6981,8295,10717,9145,8274,6611,10137,11153,14805,5990,7612,9929,11677,13382,14361,9024,5676,10979,6712,9982,8722,7517,6461,10414,9353,11211,10377,5284,6759,13363,5571,7881,8813,7645,13755,5439,10986,9616,10745,9439,8789,9664,12591,13469,6121,10448,10618,7587,12531,14116,6867,14671,5634,6088,13822,11042,13115,13339,8704,14598,9596,12765,5182,6664,7723,9285,7505,12103,8599,10387,14091,7635,10519,6093,5559,12290,9172,14676,8852,11948,10301,14706,11263,5652,7229,5974,13524,5468,11498,9443,13566,9699,13098,13833,5706,10906,9637,13405,6681,9839,9698,8153,8059,10314,8689,12299,5188,10935,10702,5762,11045,6597,14462,13339,12686,12299,7684,9377,9407,5577,5824,14968,13155,10293,9127,9747,6721,13630,14146,14017,14501,14124,11939,11098,14104,11433,13841,14835,7098,10173,6493,9251,6346,8061,12360,11257,10051,10422,6662,14800,8067,6468,13551,9270,10114,9445,7533,13291,14111,10962,7488,10417,6772,7679,13636,9727,9868,8471,11359,7650,5181,11966,11954,13441,14880,14526,12471,5726,11522,11018,10370,10873,9092,7244,8725,5936,5093,9288,6810,5599,12299,6914,6034,10881,12083,6022,7185,14084,9105,5807,11610,10649,9662,11878,11597,7404,8961,8780,13344,7398
"123",12370,7285,8256,5302,13899,13300,10423,12108,11105,6811,6938,13478,10896,8656,9527,9865,13531,5708,12225,12057,5872,5325,5711,13317,6027,11382,7421,5989,11068,14243,6594,13325,5491,9813,10479,10700,12488,5871,10378,11779,8222,9637,9665,13471,11117,12157,14549,8330,14164,9426,13885,5177,7945,9383,14455,5247,7860,7526,5737,9197,11863,6012,7407,8202,13678,12290,13282,9210,8556,10433,10537,9379,8626,6019,10345,11377,5164,13760,13051,7728,14610,7083,13016,6905,5586,6937,5714,13467,7043,13537,10919,7877,13099,14273,12909,9715,13801,11903,14591,14229,11302,10402,9087,12170,6174,13559,12402,14924,5830,14915,9493,7052,7686,11844,10210,13799,12281,10430,9725,10178,14601,6168,8922,11253,8112,6240,5735,12669,8903,7091,7967,10438,5585,14258,7403,5191,10743,9603,12007,6628,12914,9333,7102,13389,10440,8651,6981,11798,11208,9014,7115,9573,12903,13636,8768,12915,12608,5002,13221,11426,13575,8234,12018,12148,9745,13246,14067,5939,7527,6641,5991,13410,14539,5473,5894,11671,14081,7925,6830,14038,8437,10451,9371,14720,14151,9949,14915,8230,8139,13213,11473,6715,14203,5324,6773,12239,7222,8577,6269,11828,13116,12727,9302,12219,10223,8667,14430,5244,10027,6380,13527,7877,12072,5399,11022,5269,11076,12554,6410,11000,10394,6433,10027,14411,7498,6594,11899,11934,10952,5994,5528,9086,6693,5653,6296,5447,11209,9771,6874,10982,8538,13038,9080,9524,14072,13023,8546,9264,13569,11529
